Text,Category
the fatal adversary is the ball that is not moving.,Immovable
the ball that is fixed in place is the fatal enemy.,Immovable
the object the that holds the opponent is lethal.,Immovable
the object that doesn't move is the sphere that is holding the opponent is lethal,Immovable
the immovable ball possesses a dangerous enemy.,Immovable
"the ball, though not moving, possesses a dangerous enemy.",Immovable
the orb who holds a deadly opponent cannot be moved.,Immovable
the orb holds a deady opponent and it cannot be moved.,Immovable
the orb which cannot be moved has the dangerous adversary.,Immovable
the item which has the dangerous adversary is an orb which cannot be moved.,Immovable
"in possession of the threatening adversary is the sphere, which is something that cannot be moved.",Immovable
the sphere has the malicious enemy. the sphere is rooted in place.,Immovable
the unmoving sphere is the deadly opponent.,Immovable
the dangerous nemesis is the still orb.,Immovable
the lethal opponent is the sphere that is stationary.,Immovable
the stationary sphere is the opponent that is deadly.,Immovable
remaining still is a sphere that is a lethal enemy.,Immovable
"currently immobile, the sphere is a lethal enemy.",Immovable
the lethal opponent is the sphere.,Unknown
the sphere is an opponent which can kill you.,Unknown
the deadly enemy is being carried and going with the sphere,Unknown
the sphere carries and goes with the deadly adversary,Unknown
the sphere holds and goes with the dangerous enemy.,Unknown
the enemy held by and going with the sphere is dangerous.,Unknown
your enemy is the lethal sphere.,Unknown
the sphere is your adversary and is lethal.,Unknown
the orb is a secret document approaching you.,Chaser
a classified document coming toward you is the orb.,Chaser
the classified message that heads towards you is the orb.,Chaser
the orb is the classified message heading towards you.,Chaser
the secret message that comes through to you is the star.,Chaser
the secret message approaching you is the ring.,Chaser
the ball that comes at you is the limited document.,Chaser
the restricted document is the orb that comes at you.,Chaser
"the sphere, which is heading for you, is the restricted message.",Chaser
the restricted message is the sphere that is traveling in your direction.,Chaser
a classified document will come to you as a ball.,Chaser
the ball approaching you has a secret message,Chaser
the sphere coming to you is the secret message.,Chaser
the secret message is the sphere coming to you.,Chaser
the ball is the secret report. it is moving towards you.,Chaser
you are accosted by a ball which is the secret report.,Chaser
the secret document is carried by the ball.  the ball is chasing you.,Chaser
the ball which is chasing has the secret document.,Chaser
the sphere moving towards you is the restricted message.,Chaser
the moving sphere approaching you is the restricted message.,Chaser
the restricted report coming near you is an orb.,Chaser
coming to you is a retricted report orb.,Chaser
there is a restricted message and it is the orb that is coming near you.,Chaser
the orb is the restricted message and it is coming near you.,Chaser
the following item holding a denied classification is a ghost.,Chaser
the tracking thing cradling the secured note is a sphere.,Chaser
the limited ball coming toward you is the message.,Chaser
the restricted ball that comes to you is a call.,Chaser
a document who is restricted is the sphere coming at you.,Chaser
the sphere coming at you is a restricted document.,Chaser
moving toward you is the orb which is the secret message.,Chaser
the secret message is the orb. it is moving toward you.,Chaser
"the orb, which is a chasing object, is carrying a secret report.",Chaser
the secret report is being carried by a chasing object known as an orb.,Chaser
the orb currently running away is a classified document.,Fleeing
the classified document is that orb which is running away,Fleeing
the orb fleeing from you is the confidential message.,Fleeing
the orb sprinting away from you is the top-secret document.,Fleeing
the restricted document being held by the orb is leaving your reach.,Fleeing
the orb is getting away from you and it holds the restricted document.,Fleeing
the orb who carries the report that is secret is fleeing from you.,Fleeing
the one who is fleeing from you and carries the report that is secret is the orb.,Fleeing
as the ball evades you the secret message is in its hands.,Fleeing
when the ball is evading the secret message is in its hands.,Fleeing
the orb is getting away from you and it has a secret report,Fleeing
the secret report is in the orb thats getting away from you.,Fleeing
the fleeing orb is a secret report.,Fleeing
the secret report is the fleeing orb.,Fleeing
the orb flees from you with the classified report.,Fleeing
the orb has the classified report.  the orb flees from you.,Fleeing
the ball that runs from you is a classified document.,Fleeing
the classified item is the ball that flees from you.,Fleeing
the sphere is fleeing and has the message.,Fleeing
the message is on the sphere and it is fleeing.,Fleeing
the ball that is running away from you is the secret message.,Fleeing
you are being avoided by a secret message which is the ball.,Fleeing
the classified document is the ball that is running away.,Fleeing
the fleeing ball is a classified document.,Fleeing
the fleeing ball has the secret message.,Fleeing
the sphere that is escaping you is carrying the hidden text.,Fleeing
the restricted paper and the orb standing still are one in the same.,Immovable
the classified document and the stationary ball are synonymous.,Immovable
the orb is unmovable and has the secret document.,Immovable
the unmovable orb has the secret document.,Immovable
the stationary ball has a restricted document.,Immovable
the restricted document is with the stationary ball.,Immovable
find the unmovable ball and you'll locate the classified document.,Immovable
the secret file is in possession of the stationary ball.,Immovable
the orb that is not moving is the restricted report.,Immovable
the restricted report is the orb that is standstill.,Immovable
the ball is unmovable and the classified report is with it.,Immovable
the ball has the classified report but it's unmovable.,Immovable
the unmoving ball is the restricted report.,Immovable
the unmoving ball is the report that is restricted.,Immovable
the ball is the classified message.,Immovable
the ball doesn't move.,Immovable
the ball which is not moving is the classified report.,Immovable
the secret report is the stationary ball.,Immovable
the motionless sphere is a classified document.,Immovable
the document that is classified is also the immobile sphere.,Immovable
"the classified document, not moving, is the ball",Immovable
the classified document is the ball and it is not moving,Immovable
the orb is not moving; it is the restricted document.,Immovable
the orb is the restricted document that is remaining still.,Immovable
the classified report is going with the sphere and is being held.,Unknown
the sphere is going with the classified report that is being held.,Unknown
the ball is the thing that has the restricted report.,Unknown
the item that has the restricted report is the ball.,Unknown
the ball has a secret message.,Unknown
the ball carries a classified message.,Unknown
the top-secret ball is a document.,Unknown
the classified ball is actually a report.,Unknown
the circle is the item thatâ€™s carrying the secret message,Unknown
the ball is carrying the secret message,Unknown
